,Playlist Name,Description,Tracks,Followers,URL
418,BRILLIANTMINDS2016,"Relive your favourite artist moments from the Brilliant Minds conference during <a href=""http://symposium.co/"">Symposium Stockholm</a>.",18,225,https://open.spotify.com/playlist/57clV3IPw1TXSWdzzDVDwp
419,Blues & Roots Rock,"It's edgy, innovative, and rooted in soul, folk, Americana, and of course, the blues. Cover: Adia Victoria",155,552517,https://open.spotify.com/playlist/37i9dQZF1DWSKpvyAAcaNZ
420,Irish Folk - Ballads,Songs from the old country: the essential traditional Irish ballads.,50,231337,https://open.spotify.com/playlist/37i9dQZF1DX2ULa1Ss8vbo
421,4th of July Party,Get ready for good feels and fireworks!,80,124657,https://open.spotify.com/playlist/37i9dQZF1DX4nYqGKSH0ld
422,Incoming,"Rolling Stone contributing editor Joe Levy presents Incoming, a new panel discussion show about what's next and best on Spotify.",17,636,https://open.spotify.com/playlist/79sVcfxVNazjyK2iBY9l3q
423,90s Boy Bands,Remember the biggest boy bands of the 90s? They are all here!,42,52540,https://open.spotify.com/playlist/37i9dQZF1DX17dmzi8A5FV
424,Chill Hits,Kick back to the best new and recent chill tunes.,130,6822119,https://open.spotify.com/playlist/37i9dQZF1DX4WYpdgoIcn6
425,Soft Rock,The great masterpieces of the genre.,150,3165694,https://open.spotify.com/playlist/37i9dQZF1DX6xOPeSOGone
426,One Love,The best in old & new Reggae. Cover: Bob Marley.,110,1960227,https://open.spotify.com/playlist/37i9dQZF1DWSiyIBdVQrkk
427,AMY,"An inside look into the new Amy Winehouse biopic, featuring exclusive interview clips and top picks from directorﾂAsif Kapadia.",53,327,https://open.spotify.com/playlist/3QAT1vJA7CAIHIRP9Gkyqj
428,Follow Your Bliss,Coast through the good life with these folksy and blissed out tracks.,78,1712,https://open.spotify.com/playlist/2wqwH7uKckoLe7UVTx1RfO
429,Ballads Forever,"Let it go and belt it out to these classic ballads - covered. Cover: <a href=""spotify:artist:3DIk8KcmVKTr4uGw3AuCtJ"">Rose Cousins</a>",54,53092,https://open.spotify.com/playlist/37i9dQZF1DXd4hrw8K7Pxm
430,Calming Acoustic,Keep calm with instrumental acoustic tracks.,218,655626,https://open.spotify.com/playlist/37i9dQZF1DXaImRpG7HXqp
431,70s & 80s Acoustic,Rewind and unwind with sirens of the seventies and eighties.,60,757842,https://open.spotify.com/playlist/37i9dQZF1DX0JKUIfwQSJh
432,Rest & Relaxation,,36,107,https://open.spotify.com/playlist/1uIp2WHCf6ODHxHRPmjWG5
433,One Perfect Day,,79,172,https://open.spotify.com/playlist/6jUFiT3D8f4Rt9n6UnC1aB
434,Backporch Blues,Relax to the sounds of acoustic blues and folk...,50,48738,https://open.spotify.com/playlist/37i9dQZF1DXdNHhNNm0G0B
435,DayDreamer,Drift away with enthralling instrumentals.,100,602667,https://open.spotify.com/playlist/37i9dQZF1DXdbkmlag2h7b
436,Wild + Free,Because the best things in life are wild and free...,100,1479632,https://open.spotify.com/playlist/37i9dQZF1DX5Q5wA1hY6bS
437,Dreamcatcher,Honor our native communities. Listen to the sounds of acclaimed artists' Native American flute music.,57,185270,https://open.spotify.com/playlist/37i9dQZF1DXb6LkIGouseT
438,Sounds of the Rain Forest,The magical soundscapes of the rain forest.,67,168717,https://open.spotify.com/playlist/37i9dQZF1DXaw68inx4UiN
439,Nightstorms,Comforting sounds of thunder and rain.,194,610557,https://open.spotify.com/playlist/37i9dQZF1DX4aYNO8X5RpR
440,Gentle Rains,Soothing sounds of gentle rains.,207,248422,https://open.spotify.com/playlist/37i9dQZF1DX2mFmJUZg4Mp
441,Get Happy!,"100+ of the happiest songs of all time. Come on, Get Happy!",105,641,https://open.spotify.com/playlist/4Buj61XKuhfVLsW8rPX8YQ
442,Lazy Afternoon,Lounge around without a care in the world...,39,808,https://open.spotify.com/playlist/6QAwHYtCdTdrgX6wh1iE9H
443,Acoustic Hits,"A mix of soulful, folksy, and beloved singer-songwriter acoustic gems. Cover: Vance Joy",110,1433507,https://open.spotify.com/playlist/37i9dQZF1DX4VvfRBFClxm
444,The Bridge,"From then to now, these songs will forever be classics.",28,43,https://open.spotify.com/playlist/4qq3MCSLrDgYx7RfJBDvij
445,Spring Garden,"Sleep, study, or simply still your mind with the soothing sounds of spring.",21,191,https://open.spotify.com/playlist/6YMK6nqc1jS11fGraCU1o2
446,Under the Stars,Drift off to sleep with acoustic guitar.,77,167269,https://open.spotify.com/playlist/37i9dQZF1DWTRnup1IgL4a
447,Nightly Meditations,&quot;Sleep is the best meditation.&quot; -Dalai Lama,34,263,https://open.spotify.com/playlist/4MLFX9OXy9ncfBlTfei9Ok
448,(Descent) A Beginning,Slip into the world of Brian Eno...,23,146,https://open.spotify.com/playlist/71WgbCkbVXGzAltJTAT6lD
449,Calm Vibes,Slow down with some calming keys.,363,755907,https://open.spotify.com/playlist/37i9dQZF1DX1s9knjP51Oa
450,Pink Noise,"The perfect frequency for sleep or study – science tested, listener approved.",118,99424,https://open.spotify.com/playlist/37i9dQZF1DWZhzMp90Opmn
451,Ocean Escapes,Relax to the sound of the ocean.,190,469278,https://open.spotify.com/playlist/37i9dQZF1DX9if5QDLdzCa
452,Sleep Noise,Colored noise to help you sleep.,168,50052,https://open.spotify.com/playlist/37i9dQZF1DWSW4ppn40bal
453,Birds in the Forest,Relaxing sounds of birds in vast forests.,81,147953,https://open.spotify.com/playlist/37i9dQZF1DWVEt8B7a1H1M
454,The Yule Log,"Sometimes all you need is the sound of a cozy, crackling fireplace...",32,376,https://open.spotify.com/playlist/37i9dQZF1DX7Mv4BQ3Z4nC
455,Covered in Country,,21,25,https://open.spotify.com/playlist/0jJQDST7bzwAYlN19tFLXw
456,Hawaiian Dreams,Kick back to the soothing sounds of the Ukulele...,56,382254,https://open.spotify.com/playlist/37i9dQZF1DX5FuBDzVtEFX
457,Traffic Jams,Stuck in stop and go? This should help.,72,1301,https://open.spotify.com/playlist/0mY9BQvlpraYLzg9BfKuVa
458,#JazzAppreciationMonth,"In honor of JAM, we're collecting your favorite jazz tracks! Share yours atﾂ#SpotifyJAM",40,289,https://open.spotify.com/playlist/2nb7lCySvvf7PNxHUD5oun
459,Motivation Montage,"Live large, run hard. Score your workout with some epic action movie soundtracks.",46,708,https://open.spotify.com/playlist/2f4rXblveCedKdU2adFgC8
460,Sugar & Spice,...and everything nice. Enjoy your dinner to the sounds of classic jazz vocals.,24,159,https://open.spotify.com/playlist/7MsOqrEv1TxiHPDiYlWVLx
461,Soul Soothers,Smooth soulful tracks to ease your troubled mind...,21,73,https://open.spotify.com/playlist/3TymQFosH9UgfP5jV5mPEe
462,Winding Roads,Take the back roads...,25,184,https://open.spotify.com/playlist/1JuraqRjLX4CmhyvvuXiPF
463,Carpool Karaoke,Turn your commute into a karaoke party. Stay tuned for the next edition. This time: Rock Ballads.,0,170,https://open.spotify.com/playlist/0NaXa68Xyo4wmMiun5Lqgm
464,Songbirds,"Wake up to Songbirds, a mix of melody-driven indie, folk, and Americana.",25,160,https://open.spotify.com/playlist/5JXV7ioEqB9ZA1b1RjSLVg
465,Into the Woods,"Enjoy a sun-dappled stroll to these folksy, mid-tempo gems.",22,951,https://open.spotify.com/playlist/3fqSEmStIKS8s3mCCRQFid
466,Feel Good Acoustic,Acoustic rock and pop that makes you feel good.,232,414772,https://open.spotify.com/playlist/37i9dQZF1DWXRvPx3nttRN
467,Women of Hip-Hop,"Some of the most influential and innovative voices in hip-hop-yesterday, today, tomorrow. Cover: Saweetie & Doja Cat",50,410417,https://open.spotify.com/playlist/37i9dQZF1DX5l9rcXWdrth
468,Women of Jazz,Trace the history of jazz from timeless classics to boundary-breaking contemporary favorites. Cover: Diana Krall,125,819341,https://open.spotify.com/playlist/37i9dQZF1DX5OepaGriAIm
469,Women of Indie,Some of the most mesmerizing voices and masterful musicians of indie. Cover: FKA Twigs,100,432866,https://open.spotify.com/playlist/37i9dQZF1DX91UQmVbQYyN
470,Women of Country,The extraordinary women making great country music today.  Cover: Deana Carter,100,315616,https://open.spotify.com/playlist/37i9dQZF1DX49poIUZYXp7
471,Women of Folk,"Dive into the history of folk and roots music-from Americana icons to roots rock, singer-songwriter, and indie folk favorites. Cover: The Staves",200,247170,https://open.spotify.com/playlist/37i9dQZF1DWSIcimvN18p3
472,Women of R&B,"A musical celebration of women in R&amp;B, from its earliest acts to its newest stars. Cover: Aretha Franklin",50,423252,https://open.spotify.com/playlist/37i9dQZF1DX1wNY9tfWQsS
473,Inspiring Latinas,"Latinas que inspiran. Kickback and listen to these amazing women. Cover: Maria Becerra, Becky G",80,553073,https://open.spotify.com/playlist/37i9dQZF1DX5AVYhCeISA6
474,Women of Rock,These women rock our worlds with their music and influence. Cover: Stevie Nicks,100,589418,https://open.spotify.com/playlist/37i9dQZF1DXd0ZFXhY0CRF
475,The Piano Lounge,Kick back with a collection of classic and new piano rock and pop.,40,140458,https://open.spotify.com/playlist/37i9dQZF1DWVUSF6gmaR8i
476,Bluegrass Byways,Drive happy with these upbeat bluegrass tracks.,19,74,https://open.spotify.com/playlist/2EjRsHG8m4bGCrhCoJ1ykn
477,The Scenic Route,Take in the view and get lost in total backroads bliss with this mellow indie folk...,28,26,https://open.spotify.com/playlist/6pn7MZpvAxlKPzspzMR6T6
478,Folk Rock Favorites,Dive into a mix of electric roots rock and folk-infused alternative. Cover: The Brook & The Bluff,120,470983,https://open.spotify.com/playlist/37i9dQZF1DXat5j4Lk8UEj
479,Piano Ballads,"Vocals and keys, front and center. Cover: Lewis Capaldi",75,1351957,https://open.spotify.com/playlist/37i9dQZF1DWVIzZt2GAU4X
480,Cinematic Indie Folk,Indie folk ventures into the cinematic West.,91,112375,https://open.spotify.com/playlist/37i9dQZF1DWZyQUsU1vj4x
481,Tokyo Super Hits!,"日本のポップシーンを彩る最新ベスト50。毎週月曜日更新。Cover: <a href=""spotify:artist:0blbVefuxOGltDBa00dspv"">LiSA</a>",50,539062,https://open.spotify.com/playlist/37i9dQZF1DXafb0IuPwJyF
482,群星報喜：屬雞歌手,雞年生的人謙虛謹慎、端莊尊貴，而且經常是眾人的注目焦點哦！看看有哪些歌手吧！Cover: 林俊傑 (JJ Lin),20,16506,https://open.spotify.com/playlist/37i9dQZF1DX654l3fFiq56
483,This Is: EXO,"All the megahits by the South Korean boy band are right here! Don't fight your feelings, EXO-Ls!",100,1010218,https://open.spotify.com/playlist/37i9dQZF1DX5JcPJgYjGcf
484,This Is Madonna,Listen to brand new music as it arrives and all the classics from the true blue Queen of Pop.,59,501747,https://open.spotify.com/playlist/37i9dQZF1DWTQllLRMgY9S
485,This Is Maroon 5,"From Songs About Jane to JORDI, find their latest releases here!",50,1783741,https://open.spotify.com/playlist/37i9dQZF1DX7KWRIlkUpsl
486,This Is: BIGBANG,"Meet G-Dragon, Taeyang, T.O.P, and Daesung-members of the acclaimed K-Pop phenom with their V.I.Ps",47,600281,https://open.spotify.com/playlist/37i9dQZF1DWVw3oyaj4jsN
487,This Is: Bryan Adams,"With one of his biggest hits 'Summer of 69', he has contributed more than 30 years to the arts, particularly as a musician and also as an established photographer.",50,278906,https://open.spotify.com/playlist/37i9dQZF1DWXRAIdXzR5R1
488,Haunting Vocals,These beautifully-hypnotising vocalists are bound to make your evenings more chilling than ever.,70,45239,https://open.spotify.com/playlist/37i9dQZF1DX6QDedCAYqRI
489,Sun Kissed,Summertime sadness everyday,60,9725,https://open.spotify.com/playlist/37i9dQZF1DWYD2pxgooM7y
490,Indie Shuffle,Current indie tunes from Asia and around the world. Cover: Mitski,76,86042,https://open.spotify.com/playlist/37i9dQZF1DWVbu3wLXA48X
491,K-Pop Daebak,Score all the hottest hits from your favourite hallyu star and check out your one true K-Pop playlist! #kdaebak Cover: TWICE,50,3305067,https://open.spotify.com/playlist/37i9dQZF1DX9tPFwDMOaN1
492,Korean OSTs,"Familiar hits that match your emotions while watching your favourite Korean movie or TV drama from Hometown Cha-Cha-Cha, Nevertheless, and more... (인기 있는 화제의 OST곡들을 즐겨보세요!) (커버: 갯마을 차차차)",100,1371667,https://open.spotify.com/playlist/37i9dQZF1DX2ohL85TE8TI
493,K-Hip-Hop +82,Representin' +82 Korean Hip-Hop's sickest rhymes and beats. (Cover: CHANGMO(창모)) (한국힙합을 대표하는 곡들을 만나보세요!),100,402007,https://open.spotify.com/playlist/37i9dQZF1DWW46Vfs1oltB
494,K-Pop Ballad Hits,"Mellow & sentimental K-Pop ballads. (Cover: LEO(레오)) (당신의 감성에 발라드, 려요)",50,271549,https://open.spotify.com/playlist/37i9dQZF1DX5LEXW9eXA0n
495,K-Pop Acoustic,Chillout to the coolest Korean acoustic tunes. (Cover: 10cm) (감미롭고 부드러운 한국 어쿠스틱 음악과 함께하세요.),52,208567,https://open.spotify.com/playlist/37i9dQZF1DX1wdZM1FEz79
496,WOR K  OUT,Workout to K-Pop? Count me in! (Cover: JEON SOMI) (신나는 케이팝 댄스 음악과 함께 운동을 즐겨보세요!),100,643323,https://open.spotify.com/playlist/37i9dQZF1DX3ZeFHRhhi7Y
497,Morning K-Pop!,Everyday should be a happy day when you listen to this fun K-Pop playlist.,50,210487,https://open.spotify.com/playlist/37i9dQZF1DX1uG5byNIgDA
498,In The K-Indie,Let's fall into the K-인디 tracks from Korea's thriving indie scene. (Cover: OurR(아월)) (최신곡을 포함한 국내 인디곡들을 만나보세요!),50,328937,https://open.spotify.com/playlist/37i9dQZF1DXdTb8AG95jne
499,Hallyu Boy Bands,Is it your favorite oppa or dongsaeng? Cover: ONEUS [당신의 최애 아이돌 보이 그룹은 어떤 그룹인가요?],50,649627,https://open.spotify.com/playlist/37i9dQZF1DX1gjl24GAQC0
500,So Kool Driving,Tap your feet to the K-Pop beats on your way through the driving moments. (시원한 국내음악들과 드라이빙을 즐겨보세요!),50,93086,https://open.spotify.com/playlist/37i9dQZF1DX3sCx6B9EAOr
501,Women of K-Pop,"From sultry vocalists, sexy divas to cutesy girl-groups, the women of K-Pop are a formidable force to be reckoned with. (Cover: JEON SOMI)",64,656117,https://open.spotify.com/playlist/37i9dQZF1DX6Cy4Vr7Hu2y
502,2021 MAMA,Check out the nominees of this year's Mnet Asian Music Awards!,74,102980,https://open.spotify.com/playlist/37i9dQZF1DX4OyEPaWHBdk
503,Workday K-Pop,Why so serious? Get through your workday with K-Pop. (내적댄스 유발 노동요와 함께 신나는 업무시간을 보내세요!),200,94836,https://open.spotify.com/playlist/37i9dQZF1DX5eq3AONkaho
504,Nolja!,Time to press play on these jaem jams from 2010 onwards! Cover: TOMORROW X TOGETHER,70,150830,https://open.spotify.com/playlist/37i9dQZF1DXdR77H5Z8MIM
505,v o K a l,Meet Korea's representative eardrum boyfriend & girlfriend vocals. (Cover: Bernard Park (버나드 박)) (한국을 대표하는 고막남친 & 고막여친 보컬들을 만나보세요.),58,266151,https://open.spotify.com/playlist/37i9dQZF1DX8eqay1FtdMm
506,Sing Along K-Pop,Fancy belting out your favourite Korean songs?,53,223085,https://open.spotify.com/playlist/37i9dQZF1DWXaehqeJpkro
507,Satang Mix,"Max out your sugar content with these pure and aegyo tracks from our favorite ladies. Cover: ICHILLIN'(아이칠린) (상큼하고 발랄, 청순한 여아이돌의 세계에 빠져보세요!)",57,418461,https://open.spotify.com/playlist/37i9dQZF1DWTTHy0vndijk
508,Tropical K-Pop,Be cool with refreshing Tropical K-Pop dance music! (시원청량한 국내 댄스곡을 즐겨보세요!) (Cover: Hyolyn x Dasom),70,88623,https://open.spotify.com/playlist/37i9dQZF1DX1lU51fgoMhF
509,K-Pop X-Overs,Watch out for all the collaborations and cross-overs in the K-Pop world! Cover: Stray Kids,52,415782,https://open.spotify.com/playlist/37i9dQZF1DX4IDaXtVjL83
510,Fresh Finds,"Featuring four new & original Spotify Singles by Pom Pom Squad, Araya, Doss, and TOLEDO. The best new music by independent artists and independent labels.",73,868628,https://open.spotify.com/playlist/37i9dQZF1DWWjGdmeTyeJ6
511,Fresh Finds: Dance,"Fresh dance and electronic music by independent artists every Wednesday. Cover: Take Van, Artwork: Rewina Beshue.",161,110825,https://open.spotify.com/playlist/37i9dQZF1DX6bBjHfdRnza
512,Fresh Finds: Experimental,The best new music from independent artists and labels. Updates every Wednesday. Cover: Mira Calix. Artwork: Thami Nabil ,50,70618,https://open.spotify.com/playlist/37i9dQZF1DX8C585qnMYHP
513,Fresh Finds: Pop,"Fresh pop music by independent artists every Wednesday. Cover: Mint Simon, Artwork: Paola Saliby",100,140131,https://open.spotify.com/playlist/37i9dQZF1DX3u9TSHqpdJC
514,Fresh Finds: Hip-Hop,Fresh hip hop music by independent artists and labels. Artwork: Alfie Kungu; Cover: KayCyy,50,161003,https://open.spotify.com/playlist/37i9dQZF1DWW4igXXl2Qkp
515,Fresh Finds: Rock,Fresh rock from independent artists every Wednesday. Cover: Anna Shoemaker | Artwork: Jim Klok,135,82565,https://open.spotify.com/playlist/37i9dQZF1DX78toxP7mOaJ
516,Ethereal,"dedicated to experimentalism with strong elements of pop and universal beauty, ft Sega Bodega",125,219659,https://open.spotify.com/playlist/37i9dQZF1DXao0JEaClQq9
517,Lush Lofi,"The chillest instrumental lofi beats, certified lush.",315,960589,https://open.spotify.com/playlist/37i9dQZF1DXc8kgYqQLMfH
518,Jazz Vibes,The original chill instrumental beats playlist.,300,1968737,https://open.spotify.com/playlist/37i9dQZF1DX0SM0LYsmbMT
519,Lo-Fi House,Distorted and rough around the edges.,60,353053,https://open.spotify.com/playlist/37i9dQZF1DXbXD9pMSZomS
520,Genre Glitch,Instrumental bliss beyond genre classification.,100,439417,https://open.spotify.com/playlist/37i9dQZF1DWUraJYejk11q
521,badass,killer songs from badass artists. Cover: Snail Mail,100,256336,https://open.spotify.com/playlist/37i9dQZF1DX2I7Ykltk83m
522,Halo,Experimental electronic beyond the borders of tradition.,77,78209,https://open.spotify.com/playlist/37i9dQZF1DX5YyEO1dtgbR
523,Footwork/Juke,"Can you keep up? Get moving to the rapid rhythms of Footwork & Juke, originating in 1990s Chicago. Cover: DJ Manny",80,22529,https://open.spotify.com/playlist/37i9dQZF1DX3nNRJvSufrk
524,Silk Sheets,Sensual silky sounds for the sheets.,54,354155,https://open.spotify.com/playlist/37i9dQZF1DWVGy1YP1ojM5
525,This Is: Xavier Omär,"Hear Xavier Omär's breakout track ""Blind Man"" and other essential jams.",27,26067,https://open.spotify.com/playlist/37i9dQZF1DX7W9NinHzoYY
526,Gold Instrumental Beats,Beats inspired by the golden era of hip hop.,84,225973,https://open.spotify.com/playlist/37i9dQZF1DX0dU0Z2LOkZN
527,Chill Instrumental Beats,Instrumental beats to chill to.,485,292772,https://open.spotify.com/playlist/37i9dQZF1DWYoYGBbGKurt
528,Heavy Beats,Instrumental trap beats to boost your weight lifting workout.,93,137650,https://open.spotify.com/playlist/37i9dQZF1DWZqUHC2tviPw
529,We Dem Girlz,Because we love our Hip Hop... Dance away!,23,19576,https://open.spotify.com/playlist/3g2dsbLbtpOz0Gpo4W50QK
530,1960,,50,426,https://open.spotify.com/playlist/2PE0DbAlT8ZFiiYaCsCm4Q
531,1961,,50,345,https://open.spotify.com/playlist/7EhO7YjjFdrNRtTHcRrnnQ
532,1962,,50,325,https://open.spotify.com/playlist/7GSt7smvMMAiOFmPJ17jEf
533,1963,,50,318,https://open.spotify.com/playlist/6c1DPPuq4eNKcS2usgij9m
534,1964,,50,333,https://open.spotify.com/playlist/2XFhZrcFAFFvBLjRQrw9wI
535,1965,,50,362,https://open.spotify.com/playlist/48GGszBLm7kS5D1xJuMnxD
536,1966,,50,338,https://open.spotify.com/playlist/41YL3HcXd3zTXa1rMZY5uR
537,1967,,50,340,https://open.spotify.com/playlist/3nT5EK7WTRbRZ5vtWg5irD
538,1968,,50,345,https://open.spotify.com/playlist/0sbkEFgqbA3Jjot2lbqsyx
